# What FromMarkdown answers for each input, one line per input.
#
# Generated by `make golden`. The input set is not regenerated: it was
# seeded from the fuzz cache and grows by hand when a find arrives. See
# TestTheRefusalSetIsPinned for why a refusal moving in either direction is
# worth a line in a pull request.
OK	"   !  **\\\\*******************0*********************0"
OK	"   ***0**00* ***0**0* ***0**0*"
OK	"  0"
OK	" "
OK	" * [X]\n* [X]\n * [X]"
OK	" * [X]\n* [X]\n * [X]\n *"
OK	" * [X]\n* [X]\n\n* [X]"
OK	" *\"*ֹ*ֹ*"
OK	" *\n * \n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n* *\n *\n *\n *\n *\n 0\n* *\n *\n *\n *\n *\n *\n*\n* *\n *\n *\n *\n *\n *\n *\n *\n *\n *\n*"
OK	" *\n*"
OK	" *\x00*\r\r**0***0*"
OK	" 0"
OK	" \u2e79*\u2e79*"
OK	" ___0__*"
OK	"!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!0"
OK	"!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!0"
OK	"!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
OK	"!!!!!!!!!!!!!!!!"
OK	"!!!!!!!!"
OK	"!!!!!!!!0"
OK	"!!!!!!00********!0!000!0000!!!!!!!"
OK	"!!!!"
OK	"!!_!__!__!_     !_____*         _____________________________________________________________________________________________________________________________________________________________________________________________________________________________0_!0_!0_!0_!0_!0_!0_!0_!0_!0_!0_!0_!0_!0_!000_0________________________________________________________________________________________________________________________________________________________________________________________________________________"
OK	"!*!*!*!*!*!*!*!*"
OK	"!*!*!*!*!*!*0*"
OK	"!**!*!**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0!**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0**"
OK	"!**!*!**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0**"
OK	"!**!*!**** 0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0**"
OK	"!**!**!*********************************************************************************************************************************************************************************************************************************************************!*********************************************************************************************************************************************************************************************************************************************************"
OK	"!**!*0**** *0**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*0*00**"
OK	"!**!*0**** *0*0*0*0*0*0*0*0*0*0*0*0*0*0**"
